document_id,document_type,split,pdf_path,image_path,annotation_path,template_name,render_dpi,synthetic
w2_2026_000116,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000116.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000116.png,data\annotations\irs_synthetic\w2\test\w2_2026_000116.json,w2_2026,200,True
w2_2026_000117,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000117.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000117.png,data\annotations\irs_synthetic\w2\train\w2_2026_000117.json,w2_2026,200,True
w2_2026_000118,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000118.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000118.png,data\annotations\irs_synthetic\w2\train\w2_2026_000118.json,w2_2026,200,True
w2_2026_000119,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000119.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000119.png,data\annotations\irs_synthetic\w2\train\w2_2026_000119.json,w2_2026,200,True
w2_2026_000120,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000120.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000120.png,data\annotations\irs_synthetic\w2\test\w2_2026_000120.json,w2_2026,200,True
w2_2026_000121,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000121.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000121.png,data\annotations\irs_synthetic\w2\test\w2_2026_000121.json,w2_2026,200,True
w2_2026_000122,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000122.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000122.png,data\annotations\irs_synthetic\w2\train\w2_2026_000122.json,w2_2026,200,True
w2_2026_000123,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000123.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000123.png,data\annotations\irs_synthetic\w2\test\w2_2026_000123.json,w2_2026,200,True
w2_2026_000124,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000124.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000124.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000124.json,w2_2026,200,True
w2_2026_000125,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000125.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000125.png,data\annotations\irs_synthetic\w2\train\w2_2026_000125.json,w2_2026,200,True
w2_2026_000126,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000126.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000126.png,data\annotations\irs_synthetic\w2\train\w2_2026_000126.json,w2_2026,200,True
w2_2026_000127,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000127.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000127.png,data\annotations\irs_synthetic\w2\train\w2_2026_000127.json,w2_2026,200,True
w2_2026_000128,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000128.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000128.png,data\annotations\irs_synthetic\w2\train\w2_2026_000128.json,w2_2026,200,True
w2_2026_000129,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000129.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000129.png,data\annotations\irs_synthetic\w2\train\w2_2026_000129.json,w2_2026,200,True
w2_2026_000130,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000130.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000130.png,data\annotations\irs_synthetic\w2\train\w2_2026_000130.json,w2_2026,200,True
w2_2026_000131,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000131.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000131.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000131.json,w2_2026,200,True
w2_2026_000132,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000132.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000132.png,data\annotations\irs_synthetic\w2\test\w2_2026_000132.json,w2_2026,200,True
w2_2026_000133,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000133.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000133.png,data\annotations\irs_synthetic\w2\test\w2_2026_000133.json,w2_2026,200,True
w2_2026_000134,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000134.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000134.png,data\annotations\irs_synthetic\w2\test\w2_2026_000134.json,w2_2026,200,True
w2_2026_000135,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000135.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000135.png,data\annotations\irs_synthetic\w2\train\w2_2026_000135.json,w2_2026,200,True
w2_2026_000136,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000136.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000136.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000136.json,w2_2026,200,True
w2_2026_000137,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000137.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000137.png,data\annotations\irs_synthetic\w2\train\w2_2026_000137.json,w2_2026,200,True
w2_2026_000138,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000138.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000138.png,data\annotations\irs_synthetic\w2\train\w2_2026_000138.json,w2_2026,200,True
w2_2026_000139,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000139.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000139.png,data\annotations\irs_synthetic\w2\train\w2_2026_000139.json,w2_2026,200,True
w2_2026_000140,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000140.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000140.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000140.json,w2_2026,200,True
w2_2026_000141,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000141.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000141.png,data\annotations\irs_synthetic\w2\train\w2_2026_000141.json,w2_2026,200,True
w2_2026_000142,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000142.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000142.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000142.json,w2_2026,200,True
w2_2026_000143,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000143.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000143.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000143.json,w2_2026,200,True
w2_2026_000144,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000144.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000144.png,data\annotations\irs_synthetic\w2\train\w2_2026_000144.json,w2_2026,200,True
w2_2026_000145,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000145.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000145.png,data\annotations\irs_synthetic\w2\train\w2_2026_000145.json,w2_2026,200,True
w2_2026_000146,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000146.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000146.png,data\annotations\irs_synthetic\w2\train\w2_2026_000146.json,w2_2026,200,True
w2_2026_000147,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000147.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000147.png,data\annotations\irs_synthetic\w2\test\w2_2026_000147.json,w2_2026,200,True
w2_2026_000148,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000148.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000148.png,data\annotations\irs_synthetic\w2\train\w2_2026_000148.json,w2_2026,200,True
w2_2026_000149,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000149.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000149.png,data\annotations\irs_synthetic\w2\train\w2_2026_000149.json,w2_2026,200,True
w2_2026_000150,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000150.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000150.png,data\annotations\irs_synthetic\w2\train\w2_2026_000150.json,w2_2026,200,True
w2_2026_000151,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000151.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000151.png,data\annotations\irs_synthetic\w2\train\w2_2026_000151.json,w2_2026,200,True
w2_2026_000152,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000152.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000152.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000152.json,w2_2026,200,True
w2_2026_000153,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000153.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000153.png,data\annotations\irs_synthetic\w2\train\w2_2026_000153.json,w2_2026,200,True
w2_2026_000154,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000154.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000154.png,data\annotations\irs_synthetic\w2\train\w2_2026_000154.json,w2_2026,200,True
w2_2026_000155,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000155.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000155.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000155.json,w2_2026,200,True
w2_2026_000156,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000156.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000156.png,data\annotations\irs_synthetic\w2\train\w2_2026_000156.json,w2_2026,200,True
w2_2026_000157,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000157.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000157.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000157.json,w2_2026,200,True
w2_2026_000158,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000158.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000158.png,data\annotations\irs_synthetic\w2\train\w2_2026_000158.json,w2_2026,200,True
w2_2026_000159,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000159.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000159.png,data\annotations\irs_synthetic\w2\train\w2_2026_000159.json,w2_2026,200,True
w2_2026_000160,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000160.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000160.png,data\annotations\irs_synthetic\w2\train\w2_2026_000160.json,w2_2026,200,True
w2_2026_000161,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000161.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000161.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000161.json,w2_2026,200,True
w2_2026_000162,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000162.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000162.png,data\annotations\irs_synthetic\w2\train\w2_2026_000162.json,w2_2026,200,True
w2_2026_000163,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000163.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000163.png,data\annotations\irs_synthetic\w2\train\w2_2026_000163.json,w2_2026,200,True
w2_2026_000164,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000164.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000164.png,data\annotations\irs_synthetic\w2\train\w2_2026_000164.json,w2_2026,200,True
w2_2026_000165,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000165.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000165.png,data\annotations\irs_synthetic\w2\train\w2_2026_000165.json,w2_2026,200,True
w2_2026_000166,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000166.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000166.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000166.json,w2_2026,200,True
w2_2026_000167,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000167.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000167.png,data\annotations\irs_synthetic\w2\train\w2_2026_000167.json,w2_2026,200,True
w2_2026_000168,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000168.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000168.png,data\annotations\irs_synthetic\w2\train\w2_2026_000168.json,w2_2026,200,True
w2_2026_000169,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000169.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000169.png,data\annotations\irs_synthetic\w2\train\w2_2026_000169.json,w2_2026,200,True
w2_2026_000170,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000170.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000170.png,data\annotations\irs_synthetic\w2\train\w2_2026_000170.json,w2_2026,200,True
w2_2026_000171,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000171.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000171.png,data\annotations\irs_synthetic\w2\train\w2_2026_000171.json,w2_2026,200,True
w2_2026_000172,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000172.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000172.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000172.json,w2_2026,200,True
w2_2026_000173,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000173.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000173.png,data\annotations\irs_synthetic\w2\train\w2_2026_000173.json,w2_2026,200,True
w2_2026_000174,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000174.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000174.png,data\annotations\irs_synthetic\w2\test\w2_2026_000174.json,w2_2026,200,True
w2_2026_000175,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000175.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000175.png,data\annotations\irs_synthetic\w2\train\w2_2026_000175.json,w2_2026,200,True
w2_2026_000176,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000176.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000176.png,data\annotations\irs_synthetic\w2\train\w2_2026_000176.json,w2_2026,200,True
w2_2026_000177,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000177.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000177.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000177.json,w2_2026,200,True
w2_2026_000178,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000178.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000178.png,data\annotations\irs_synthetic\w2\train\w2_2026_000178.json,w2_2026,200,True
w2_2026_000179,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000179.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000179.png,data\annotations\irs_synthetic\w2\train\w2_2026_000179.json,w2_2026,200,True
w2_2026_000180,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000180.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000180.png,data\annotations\irs_synthetic\w2\train\w2_2026_000180.json,w2_2026,200,True
w2_2026_000181,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000181.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000181.png,data\annotations\irs_synthetic\w2\train\w2_2026_000181.json,w2_2026,200,True
w2_2026_000182,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000182.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000182.png,data\annotations\irs_synthetic\w2\train\w2_2026_000182.json,w2_2026,200,True
w2_2026_000183,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000183.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000183.png,data\annotations\irs_synthetic\w2\train\w2_2026_000183.json,w2_2026,200,True
w2_2026_000184,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000184.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000184.png,data\annotations\irs_synthetic\w2\train\w2_2026_000184.json,w2_2026,200,True
w2_2026_000185,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000185.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000185.png,data\annotations\irs_synthetic\w2\train\w2_2026_000185.json,w2_2026,200,True
w2_2026_000186,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000186.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000186.png,data\annotations\irs_synthetic\w2\test\w2_2026_000186.json,w2_2026,200,True
w2_2026_000187,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000187.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000187.png,data\annotations\irs_synthetic\w2\train\w2_2026_000187.json,w2_2026,200,True
w2_2026_000188,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000188.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000188.png,data\annotations\irs_synthetic\w2\train\w2_2026_000188.json,w2_2026,200,True
w2_2026_000189,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000189.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000189.png,data\annotations\irs_synthetic\w2\train\w2_2026_000189.json,w2_2026,200,True
w2_2026_000190,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000190.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000190.png,data\annotations\irs_synthetic\w2\train\w2_2026_000190.json,w2_2026,200,True
w2_2026_000191,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000191.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000191.png,data\annotations\irs_synthetic\w2\train\w2_2026_000191.json,w2_2026,200,True
w2_2026_000192,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000192.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000192.png,data\annotations\irs_synthetic\w2\train\w2_2026_000192.json,w2_2026,200,True
w2_2026_000193,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000193.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000193.png,data\annotations\irs_synthetic\w2\train\w2_2026_000193.json,w2_2026,200,True
w2_2026_000194,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000194.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000194.png,data\annotations\irs_synthetic\w2\train\w2_2026_000194.json,w2_2026,200,True
w2_2026_000195,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000195.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000195.png,data\annotations\irs_synthetic\w2\train\w2_2026_000195.json,w2_2026,200,True
w2_2026_000196,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000196.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000196.png,data\annotations\irs_synthetic\w2\train\w2_2026_000196.json,w2_2026,200,True
w2_2026_000197,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000197.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000197.png,data\annotations\irs_synthetic\w2\train\w2_2026_000197.json,w2_2026,200,True
w2_2026_000198,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000198.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000198.png,data\annotations\irs_synthetic\w2\train\w2_2026_000198.json,w2_2026,200,True
w2_2026_000199,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000199.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000199.png,data\annotations\irs_synthetic\w2\test\w2_2026_000199.json,w2_2026,200,True
w2_2026_000200,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000200.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000200.png,data\annotations\irs_synthetic\w2\train\w2_2026_000200.json,w2_2026,200,True
w2_2026_000201,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000201.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000201.png,data\annotations\irs_synthetic\w2\train\w2_2026_000201.json,w2_2026,200,True
w2_2026_000202,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000202.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000202.png,data\annotations\irs_synthetic\w2\train\w2_2026_000202.json,w2_2026,200,True
w2_2026_000203,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000203.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000203.png,data\annotations\irs_synthetic\w2\train\w2_2026_000203.json,w2_2026,200,True
w2_2026_000204,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000204.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000204.png,data\annotations\irs_synthetic\w2\train\w2_2026_000204.json,w2_2026,200,True
w2_2026_000205,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000205.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000205.png,data\annotations\irs_synthetic\w2\train\w2_2026_000205.json,w2_2026,200,True
w2_2026_000206,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000206.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000206.png,data\annotations\irs_synthetic\w2\train\w2_2026_000206.json,w2_2026,200,True
w2_2026_000207,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000207.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000207.png,data\annotations\irs_synthetic\w2\train\w2_2026_000207.json,w2_2026,200,True
w2_2026_000208,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000208.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000208.png,data\annotations\irs_synthetic\w2\train\w2_2026_000208.json,w2_2026,200,True
w2_2026_000209,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000209.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000209.png,data\annotations\irs_synthetic\w2\train\w2_2026_000209.json,w2_2026,200,True
w2_2026_000210,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000210.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000210.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000210.json,w2_2026,200,True
w2_2026_000211,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000211.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000211.png,data\annotations\irs_synthetic\w2\train\w2_2026_000211.json,w2_2026,200,True
w2_2026_000212,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000212.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000212.png,data\annotations\irs_synthetic\w2\train\w2_2026_000212.json,w2_2026,200,True
w2_2026_000213,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000213.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000213.png,data\annotations\irs_synthetic\w2\train\w2_2026_000213.json,w2_2026,200,True
w2_2026_000214,w2,validation,data\raw\irs_synthetic\w2\validation\pdf\w2_2026_000214.pdf,data\raw\irs_synthetic\w2\validation\images\w2_2026_000214.png,data\annotations\irs_synthetic\w2\validation\w2_2026_000214.json,w2_2026,200,True
w2_2026_000215,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000215.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000215.png,data\annotations\irs_synthetic\w2\train\w2_2026_000215.json,w2_2026,200,True
w2_2026_000216,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000216.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000216.png,data\annotations\irs_synthetic\w2\train\w2_2026_000216.json,w2_2026,200,True
w2_2026_000217,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000217.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000217.png,data\annotations\irs_synthetic\w2\train\w2_2026_000217.json,w2_2026,200,True
w2_2026_000218,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000218.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000218.png,data\annotations\irs_synthetic\w2\train\w2_2026_000218.json,w2_2026,200,True
w2_2026_000219,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000219.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000219.png,data\annotations\irs_synthetic\w2\train\w2_2026_000219.json,w2_2026,200,True
w2_2026_000220,w2,test,data\raw\irs_synthetic\w2\test\pdf\w2_2026_000220.pdf,data\raw\irs_synthetic\w2\test\images\w2_2026_000220.png,data\annotations\irs_synthetic\w2\test\w2_2026_000220.json,w2_2026,200,True
w2_2026_000221,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000221.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000221.png,data\annotations\irs_synthetic\w2\train\w2_2026_000221.json,w2_2026,200,True
w2_2026_000222,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000222.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000222.png,data\annotations\irs_synthetic\w2\train\w2_2026_000222.json,w2_2026,200,True
w2_2026_000223,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000223.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000223.png,data\annotations\irs_synthetic\w2\train\w2_2026_000223.json,w2_2026,200,True
w2_2026_000224,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000224.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000224.png,data\annotations\irs_synthetic\w2\train\w2_2026_000224.json,w2_2026,200,True
w2_2026_000225,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000225.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000225.png,data\annotations\irs_synthetic\w2\train\w2_2026_000225.json,w2_2026,200,True
w2_2026_000226,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000226.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000226.png,data\annotations\irs_synthetic\w2\train\w2_2026_000226.json,w2_2026,200,True
w2_2026_000227,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000227.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000227.png,data\annotations\irs_synthetic\w2\train\w2_2026_000227.json,w2_2026,200,True
w2_2026_000228,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000228.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000228.png,data\annotations\irs_synthetic\w2\train\w2_2026_000228.json,w2_2026,200,True
w2_2026_000229,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000229.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000229.png,data\annotations\irs_synthetic\w2\train\w2_2026_000229.json,w2_2026,200,True
w2_2026_000230,w2,train,data\raw\irs_synthetic\w2\train\pdf\w2_2026_000230.pdf,data\raw\irs_synthetic\w2\train\images\w2_2026_000230.png,data\annotations\irs_synthetic\w2\train\w2_2026_000230.json,w2_2026,200,True
