document_id,parent_document_id,document_type,split,variant_profile,image_path,annotation_path,rotation_degrees,blur_radius,noise_sigma,jpeg_quality
w2_2026_000117_scan_mild_01,w2_2026_000117,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000117_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000117_scan_mild_01.json,1.1609,0.4656,2.2911,90
w2_2026_000117_scan_hard_02,w2_2026_000117,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000117_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000117_scan_hard_02.json,0.4766,1.0906,7.0484,64
w2_2026_000118_scan_mild_01,w2_2026_000118,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000118_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000118_scan_mild_01.json,0.4897,0.2875,4.3746,87
w2_2026_000118_scan_hard_02,w2_2026_000118,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000118_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000118_scan_hard_02.json,1.602,1.0324,8.6648,48
w2_2026_000119_scan_mild_01,w2_2026_000119,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000119_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000119_scan_mild_01.json,-0.9458,0.3155,3.1122,83
w2_2026_000119_scan_hard_02,w2_2026_000119,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000119_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000119_scan_hard_02.json,2.4273,1.0074,9.6229,54
w2_2026_000120_scan_mild_01,w2_2026_000120,w2,test,mild,data\processed\irs_scan_variants\w2\test\w2_2026_000120_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000120_scan_mild_01.json,-0.2175,0.2061,3.4062,86
w2_2026_000120_scan_hard_02,w2_2026_000120,w2,test,hard,data\processed\irs_scan_variants\w2\test\w2_2026_000120_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000120_scan_hard_02.json,2.3766,0.6822,8.8917,66
w2_2026_000121_scan_mild_01,w2_2026_000121,w2,test,mild,data\processed\irs_scan_variants\w2\test\w2_2026_000121_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000121_scan_mild_01.json,-0.6493,0.5286,3.8733,84
w2_2026_000121_scan_hard_02,w2_2026_000121,w2,test,hard,data\processed\irs_scan_variants\w2\test\w2_2026_000121_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000121_scan_hard_02.json,-1.0346,1.2257,9.0088,54
w2_2026_000122_scan_mild_01,w2_2026_000122,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000122_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000122_scan_mild_01.json,0.5339,0.5355,4.6562,75
w2_2026_000122_scan_hard_02,w2_2026_000122,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000122_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000122_scan_hard_02.json,-2.3497,0.6958,6.565,69
w2_2026_000123_scan_mild_01,w2_2026_000123,w2,test,mild,data\processed\irs_scan_variants\w2\test\w2_2026_000123_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000123_scan_mild_01.json,-0.8061,0.4553,4.3916,78
w2_2026_000123_scan_hard_02,w2_2026_000123,w2,test,hard,data\processed\irs_scan_variants\w2\test\w2_2026_000123_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000123_scan_hard_02.json,-0.0849,0.753,6.5312,52
w2_2026_000124_scan_mild_01,w2_2026_000124,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000124_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000124_scan_mild_01.json,-0.6722,0.5045,4.4727,73
w2_2026_000124_scan_hard_02,w2_2026_000124,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000124_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000124_scan_hard_02.json,1.5038,1.1094,5.9276,65
w2_2026_000125_scan_mild_01,w2_2026_000125,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000125_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000125_scan_mild_01.json,-0.9979,0.2598,4.679,85
w2_2026_000125_scan_hard_02,w2_2026_000125,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000125_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000125_scan_hard_02.json,-2.1008,1.2422,6.4088,69
w2_2026_000126_scan_mild_01,w2_2026_000126,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000126_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000126_scan_mild_01.json,-0.4194,0.5636,4.0194,85
w2_2026_000126_scan_hard_02,w2_2026_000126,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000126_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000126_scan_hard_02.json,-1.3685,1.2341,8.367,66
w2_2026_000127_scan_mild_01,w2_2026_000127,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000127_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000127_scan_mild_01.json,0.0121,0.3515,4.4587,88
w2_2026_000127_scan_hard_02,w2_2026_000127,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000127_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000127_scan_hard_02.json,2.4594,1.2162,8.8383,70
w2_2026_000128_scan_mild_01,w2_2026_000128,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000128_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000128_scan_mild_01.json,0.9647,0.1719,4.5385,79
w2_2026_000128_scan_hard_02,w2_2026_000128,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000128_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000128_scan_hard_02.json,-2.4752,1.0602,9.563,62
w2_2026_000129_scan_mild_01,w2_2026_000129,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000129_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000129_scan_mild_01.json,0.2755,0.2746,2.7585,86
w2_2026_000129_scan_hard_02,w2_2026_000129,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000129_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000129_scan_hard_02.json,-1.8236,0.8031,7.95,57
w2_2026_000130_scan_mild_01,w2_2026_000130,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000130_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000130_scan_mild_01.json,0.3404,0.4179,4.7823,72
w2_2026_000130_scan_hard_02,w2_2026_000130,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000130_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000130_scan_hard_02.json,0.2445,0.9081,9.9724,54
w2_2026_000131_scan_mild_01,w2_2026_000131,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000131_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000131_scan_mild_01.json,-1.0506,0.5565,2.8627,73
w2_2026_000131_scan_hard_02,w2_2026_000131,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000131_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000131_scan_hard_02.json,1.7702,1.1304,5.7624,60
w2_2026_000132_scan_mild_01,w2_2026_000132,w2,test,mild,data\processed\irs_scan_variants\w2\test\w2_2026_000132_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000132_scan_mild_01.json,0.3223,0.5829,2.0374,77
w2_2026_000132_scan_hard_02,w2_2026_000132,w2,test,hard,data\processed\irs_scan_variants\w2\test\w2_2026_000132_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000132_scan_hard_02.json,1.1106,1.1198,9.7531,69
w2_2026_000133_scan_mild_01,w2_2026_000133,w2,test,mild,data\processed\irs_scan_variants\w2\test\w2_2026_000133_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000133_scan_mild_01.json,-0.0908,0.6187,3.8249,90
w2_2026_000133_scan_hard_02,w2_2026_000133,w2,test,hard,data\processed\irs_scan_variants\w2\test\w2_2026_000133_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000133_scan_hard_02.json,-2.3478,0.8254,5.4922,68
w2_2026_000134_scan_mild_01,w2_2026_000134,w2,test,mild,data\processed\irs_scan_variants\w2\test\w2_2026_000134_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000134_scan_mild_01.json,-1.0925,0.5443,3.5826,77
w2_2026_000134_scan_hard_02,w2_2026_000134,w2,test,hard,data\processed\irs_scan_variants\w2\test\w2_2026_000134_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000134_scan_hard_02.json,-1.7022,0.7785,6.5693,53
w2_2026_000135_scan_mild_01,w2_2026_000135,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000135_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000135_scan_mild_01.json,0.6202,0.6472,4.2744,86
w2_2026_000135_scan_hard_02,w2_2026_000135,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000135_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000135_scan_hard_02.json,0.8922,0.6824,6.8546,56
w2_2026_000136_scan_mild_01,w2_2026_000136,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000136_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000136_scan_mild_01.json,1.158,0.5881,3.9694,77
w2_2026_000136_scan_hard_02,w2_2026_000136,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000136_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000136_scan_hard_02.json,2.4035,1.1346,5.326,62
w2_2026_000137_scan_mild_01,w2_2026_000137,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000137_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000137_scan_mild_01.json,0.3416,0.3307,4.4033,89
w2_2026_000137_scan_hard_02,w2_2026_000137,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000137_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000137_scan_hard_02.json,-0.7852,1.1362,9.0508,65
w2_2026_000138_scan_mild_01,w2_2026_000138,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000138_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000138_scan_mild_01.json,-0.3533,0.5525,3.6336,77
w2_2026_000138_scan_hard_02,w2_2026_000138,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000138_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000138_scan_hard_02.json,-0.051,1.2002,7.4665,57
w2_2026_000139_scan_mild_01,w2_2026_000139,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000139_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000139_scan_mild_01.json,-0.4353,0.4138,4.2585,82
w2_2026_000139_scan_hard_02,w2_2026_000139,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000139_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000139_scan_hard_02.json,2.1918,1.1325,7.0052,56
w2_2026_000140_scan_mild_01,w2_2026_000140,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000140_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000140_scan_mild_01.json,-0.6881,0.3316,2.7698,81
w2_2026_000140_scan_hard_02,w2_2026_000140,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000140_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000140_scan_hard_02.json,-0.6232,1.3316,7.6359,58
w2_2026_000141_scan_mild_01,w2_2026_000141,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000141_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000141_scan_mild_01.json,-0.2709,0.3542,4.5492,79
w2_2026_000141_scan_hard_02,w2_2026_000141,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000141_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000141_scan_hard_02.json,-0.294,1.2106,8.5263,49
w2_2026_000142_scan_mild_01,w2_2026_000142,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000142_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000142_scan_mild_01.json,1.1774,0.3194,3.9443,82
w2_2026_000142_scan_hard_02,w2_2026_000142,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000142_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000142_scan_hard_02.json,1.9794,0.9075,6.8059,58
w2_2026_000143_scan_mild_01,w2_2026_000143,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000143_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000143_scan_mild_01.json,0.7363,0.2266,3.1037,77
w2_2026_000143_scan_hard_02,w2_2026_000143,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000143_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000143_scan_hard_02.json,-0.9712,1.3214,6.6614,54
w2_2026_000144_scan_mild_01,w2_2026_000144,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000144_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000144_scan_mild_01.json,-1.0067,0.1995,3.9018,82
w2_2026_000144_scan_hard_02,w2_2026_000144,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000144_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000144_scan_hard_02.json,1.2077,1.1839,9.8375,48
w2_2026_000145_scan_mild_01,w2_2026_000145,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000145_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000145_scan_mild_01.json,-0.3997,0.6252,4.8371,89
w2_2026_000145_scan_hard_02,w2_2026_000145,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000145_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000145_scan_hard_02.json,-1.2703,1.2863,9.349,66
w2_2026_000146_scan_mild_01,w2_2026_000146,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000146_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000146_scan_mild_01.json,-0.6678,0.3426,4.1175,76
w2_2026_000146_scan_hard_02,w2_2026_000146,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000146_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000146_scan_hard_02.json,-0.1549,0.9355,9.6534,63
w2_2026_000147_scan_mild_01,w2_2026_000147,w2,test,mild,data\processed\irs_scan_variants\w2\test\w2_2026_000147_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000147_scan_mild_01.json,0.8557,0.2892,3.7581,77
w2_2026_000147_scan_hard_02,w2_2026_000147,w2,test,hard,data\processed\irs_scan_variants\w2\test\w2_2026_000147_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\test\w2_2026_000147_scan_hard_02.json,1.8233,1.1061,7.3757,64
w2_2026_000148_scan_mild_01,w2_2026_000148,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000148_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000148_scan_mild_01.json,0.6383,0.2116,4.6629,83
w2_2026_000148_scan_hard_02,w2_2026_000148,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000148_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000148_scan_hard_02.json,-0.2236,1.2439,6.3269,48
w2_2026_000149_scan_mild_01,w2_2026_000149,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000149_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000149_scan_mild_01.json,-0.2162,0.5441,3.4007,83
w2_2026_000149_scan_hard_02,w2_2026_000149,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000149_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000149_scan_hard_02.json,-0.8063,0.8548,6.5402,52
w2_2026_000150_scan_mild_01,w2_2026_000150,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000150_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000150_scan_mild_01.json,0.2642,0.537,2.4728,85
w2_2026_000150_scan_hard_02,w2_2026_000150,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000150_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000150_scan_hard_02.json,-2.3725,0.9684,8.0701,50
w2_2026_000151_scan_mild_01,w2_2026_000151,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000151_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000151_scan_mild_01.json,-0.8325,0.2975,2.4542,79
w2_2026_000151_scan_hard_02,w2_2026_000151,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000151_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000151_scan_hard_02.json,0.4766,1.0987,6.8283,66
w2_2026_000152_scan_mild_01,w2_2026_000152,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000152_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000152_scan_mild_01.json,-0.5796,0.1987,3.9097,88
w2_2026_000152_scan_hard_02,w2_2026_000152,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000152_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000152_scan_hard_02.json,-1.0159,0.9577,6.2136,62
w2_2026_000153_scan_mild_01,w2_2026_000153,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000153_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000153_scan_mild_01.json,0.2406,0.5057,4.626,86
w2_2026_000153_scan_hard_02,w2_2026_000153,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000153_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000153_scan_hard_02.json,2.1592,0.6769,8.1803,62
w2_2026_000154_scan_mild_01,w2_2026_000154,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000154_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000154_scan_mild_01.json,0.1969,0.2532,2.9569,89
w2_2026_000154_scan_hard_02,w2_2026_000154,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000154_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000154_scan_hard_02.json,0.7556,0.8706,9.1092,68
w2_2026_000155_scan_mild_01,w2_2026_000155,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000155_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000155_scan_mild_01.json,0.637,0.435,2.1608,82
w2_2026_000155_scan_hard_02,w2_2026_000155,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000155_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000155_scan_hard_02.json,2.4648,1.005,5.9042,56
w2_2026_000156_scan_mild_01,w2_2026_000156,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000156_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000156_scan_mild_01.json,-0.0375,0.3285,3.3748,72
w2_2026_000156_scan_hard_02,w2_2026_000156,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000156_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000156_scan_hard_02.json,-0.0465,1.2293,7.4905,64
w2_2026_000157_scan_mild_01,w2_2026_000157,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000157_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000157_scan_mild_01.json,-1.2383,0.5714,2.2294,76
w2_2026_000157_scan_hard_02,w2_2026_000157,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000157_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000157_scan_hard_02.json,2.2215,0.8512,8.1722,59
w2_2026_000158_scan_mild_01,w2_2026_000158,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000158_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000158_scan_mild_01.json,1.0528,0.4132,2.9141,89
w2_2026_000158_scan_hard_02,w2_2026_000158,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000158_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000158_scan_hard_02.json,-0.3208,1.061,5.2625,69
w2_2026_000159_scan_mild_01,w2_2026_000159,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000159_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000159_scan_mild_01.json,-0.1687,0.3441,4.9376,75
w2_2026_000159_scan_hard_02,w2_2026_000159,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000159_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000159_scan_hard_02.json,1.2456,0.7645,8.9112,51
w2_2026_000160_scan_mild_01,w2_2026_000160,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000160_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000160_scan_mild_01.json,-0.1968,0.2617,4.9592,81
w2_2026_000160_scan_hard_02,w2_2026_000160,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000160_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000160_scan_hard_02.json,-2.2422,1.2041,9.9206,52
w2_2026_000161_scan_mild_01,w2_2026_000161,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000161_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000161_scan_mild_01.json,0.8075,0.2634,2.2836,78
w2_2026_000161_scan_hard_02,w2_2026_000161,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000161_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000161_scan_hard_02.json,1.0617,1.3461,5.1156,59
w2_2026_000162_scan_mild_01,w2_2026_000162,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000162_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000162_scan_mild_01.json,-0.9853,0.2983,4.9743,86
w2_2026_000162_scan_hard_02,w2_2026_000162,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000162_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000162_scan_hard_02.json,0.5988,0.8599,6.1282,60
w2_2026_000163_scan_mild_01,w2_2026_000163,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000163_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000163_scan_mild_01.json,1.2,0.2887,4.6112,77
w2_2026_000163_scan_hard_02,w2_2026_000163,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000163_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000163_scan_hard_02.json,-0.9197,1.1959,9.1891,50
w2_2026_000164_scan_mild_01,w2_2026_000164,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000164_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000164_scan_mild_01.json,0.097,0.285,2.6125,80
w2_2026_000164_scan_hard_02,w2_2026_000164,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000164_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000164_scan_hard_02.json,-2.4041,0.7037,8.9302,56
w2_2026_000165_scan_mild_01,w2_2026_000165,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000165_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000165_scan_mild_01.json,0.8866,0.2657,4.1536,88
w2_2026_000165_scan_hard_02,w2_2026_000165,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000165_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000165_scan_hard_02.json,0.7782,1.3356,8.0188,48
w2_2026_000166_scan_mild_01,w2_2026_000166,w2,validation,mild,data\processed\irs_scan_variants\w2\validation\w2_2026_000166_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000166_scan_mild_01.json,-0.464,0.5527,2.1731,75
w2_2026_000166_scan_hard_02,w2_2026_000166,w2,validation,hard,data\processed\irs_scan_variants\w2\validation\w2_2026_000166_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\validation\w2_2026_000166_scan_hard_02.json,1.6121,0.8627,5.1552,52
w2_2026_000167_scan_mild_01,w2_2026_000167,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000167_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000167_scan_mild_01.json,0.9224,0.4943,2.3913,89
w2_2026_000167_scan_hard_02,w2_2026_000167,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000167_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000167_scan_hard_02.json,-0.7966,0.9849,8.2656,67
w2_2026_000168_scan_mild_01,w2_2026_000168,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000168_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000168_scan_mild_01.json,-0.9468,0.2637,2.6805,86
w2_2026_000168_scan_hard_02,w2_2026_000168,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000168_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000168_scan_hard_02.json,-1.4792,1.2768,8.7811,62
w2_2026_000169_scan_mild_01,w2_2026_000169,w2,train,mild,data\processed\irs_scan_variants\w2\train\w2_2026_000169_scan_mild_01.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000169_scan_mild_01.json,-0.6389,0.5464,4.4298,81
w2_2026_000169_scan_hard_02,w2_2026_000169,w2,train,hard,data\processed\irs_scan_variants\w2\train\w2_2026_000169_scan_hard_02.jpg,data\annotations\irs_scan_variants\w2\train\w2_2026_000169_scan_hard_02.json,-0.0285,1.2127,7.7047,64
